ruler,frequency,roi_2.numLooks,key_resp_5.keys,rdtDropTime,rdtPressTime,reactionPress.keys,participant,block_number,fixation_cond,trialNumber,rt,identifier
BW,High,46,None,3.0000000000000004,3.418282200000249,g,21570,3,peripheral,25,418.2822000002484,21570_3
RG,High,4,None,2.5,2.8003540000645444,g,21570,3,peripheral,26,300.3540000645444,21570_3
BW,Low,10,None,1,1.3341797000030056,g,21570,3,peripheral,27,334.17970000300556,21570_3
RG,Low,57,None,8,8.400882400106639,g,21570,3,peripheral,28,400.88240010663867,21570_3
RG,Low,9,None,2,2.3839359999401495,g,21570,3,peripheral,29,383.93599994014903,21570_3
RG,High,15,None,3.5,3.9513946999795735,g,21570,3,peripheral,30,451.3946999795735,21570_3
BW,Low,6,None,1,1.3343406999483705,g,21570,3,peripheral,31,334.34069994837046,21570_3
BW,Low,29,None,3.5,3.800914300023578,g,21570,2,peripheral,1,300.9143000235781,21570_2
BW,High,1,None,2,2.4000220000743866,g,21570,2,peripheral,2,400.0220000743866,21570_2
RG,High,26,None,1,1.3181005000369623,g,21570,2,peripheral,3,318.10050003696233,21570_2
BW,High,20,None,2.5,2.884097100002691,g,21570,2,peripheral,4,384.09710000269115,21570_2
RG,Low,12,None,3.0000000000000004,3.3507386998971924,g,21570,2,peripheral,5,350.73869989719196,21570_2
RG,High,20,None,1.5,1.8850219999440014,g,21570,2,peripheral,6,385.0219999440012,21570_2
BW,Low,8,None,5.5,5.817503200029023,g,21570,2,peripheral,7,317.503200029023,21570_2
RG,Low,8,None,2,2.3338849000865594,g,21570,2,peripheral,8,333.8849000865598,21570_2
RG,High,20,None,1,1.3168167000403628,g,21570,2,peripheral,9,316.8167000403628,21570_2
BW,Low,59,None,7.500000000000001,7.733932700008154,g,21570,2,peripheral,10,233.93270000815303,21570_2
RG,Low,27,None,4.500000000000001,4.834109099931084,g,21570,2,peripheral,12,334.1090999310827,21570_2
RG,Low,16,None,4,4.350702799973078,g,21570,2,peripheral,13,350.7027999730781,21570_2
BW,Low,1,None,1.5,1.8346074000000954,g,21570,2,peripheral,15,334.6074000000956,21570_2
RG,High,49,None,2.5,2.86767669999972,g,21570,2,peripheral,16,367.67669999971986,21570_2
BW,High,20,None,1.5,1.8172869000118226,g,21570,2,peripheral,17,317.28690001182235,21570_2
RG,Low,50,space,1,1.4501072999555618,g,21570,2,peripheral,18,450.10729995556176,21570_2
RG,High,1,None,1.5,1.8183563000056893,g,21570,2,peripheral,19,318.35630000568926,21570_2
RG,Low,20,None,4.500000000000001,4.850769800017588,g,21570,2,peripheral,20,350.76980001758693,21570_2
BW,High,19,None,1,1.4177859999472275,g,21570,2,peripheral,21,417.78599994722754,21570_2
BW,Low,37,None,1.5,1.867115099914372,g,21570,2,peripheral,22,367.11509991437197,21570_2
RG,High,35,None,2.5,2.8841684999642894,g,21570,2,peripheral,23,384.16849996428937,21570_2
BW,Low,24,space,2.5,2.8008131999522448,g,21570,2,peripheral,24,300.81319995224476,21570_2
RG,Low,8,None,2.5,2.8000179999507964,g,21570,2,peripheral,25,300.01799995079637,21570_2
RG,Low,28,None,7.500000000000001,7.816944099962711,g,21570,2,peripheral,26,316.9440999627104,21570_2
BW,High,42,None,2,2.36716229992453,g,21570,2,peripheral,27,367.1622999245301,21570_2
BW,Low,41,None,3.0000000000000004,3.267320799990557,g,21570,2,peripheral,28,267.3207999905567,21570_2
BW,Low,19,None,1.5,1.750852799974382,g,21570,2,peripheral,29,250.85279997438192,21570_2
RG,High,14,None,2,2.4340578999836,g,21570,2,peripheral,30,434.0578999835998,21570_2
BW,High,6,None,3.0000000000000004,3.466800900059752,g,21570,2,peripheral,31,466.8009000597517,21570_2
BW,Low,41,None,1,1.2505548000335693,g,21570,1,central,1,250.5548000335691,21570_1
BW,High,2,None,4,4.400369699927978,g,21570,1,central,2,400.3696999279782,21570_1
RG,High,1,None,2.5,2.8168792000506073,g,21570,1,central,3,316.8792000506078,21570_1
RG,High,1,None,1.5,1.7851818000199273,g,21570,1,central,4,285.1818000199271,21570_1
BW,Low,107,None,2.5,2.7842620000010356,g,21570,1,central,5,284.2620000010361,21570_1
RG,Low,15,None,2,2.3183471999363974,g,21570,1,central,6,318.3471999363974,21570_1
BW,High,12,None,2,2.3671621000394225,g,21570,1,central,7,367.1621000394225,21570_1
RG,Low,4,None,1,1.3000849999953061,g,21570,1,central,8,300.0849999953059,21570_1
RG,Low,3,None,3.0000000000000004,3.2685200999258086,g,21570,1,central,9,268.52009992580815,21570_1
RG,Low,1,None,7,7.300650899996981,g,21570,1,central,10,300.650899996981,21570_1
RG,High,16,None,1,1.4009511000476778,g,21570,1,central,11,400.95110004767776,21570_1
BW,High,16,None,1.5,1.7840565000660717,g,21570,1,central,12,284.0565000660715,21570_1
BW,High,15,None,2.5,2.8175263999728486,g,21570,1,central,13,317.5263999728486,21570_1
RG,High,5,None,4,4.400416900054552,g,21570,1,central,14,400.41690005455166,21570_1
BW,Low,6,None,8,8.350393999950029,g,21570,1,central,15,350.39399995002896,21570_1
BW,Low,11,None,1.5,1.7843063999898732,g,21570,1,central,16,284.30639998987317,21570_1
BW,Low,46,None,1,1.3173323000082746,g,21570,1,central,17,317.3323000082746,21570_1
BW,High,34,None,6.5,6.88401929999236,g,21570,1,central,18,384.0192999923602,21570_1
RG,Low,16,None,8,8.367400799994357,g,21570,1,central,20,367.40079999435693,21570_1
RG,Low,9,None,1,1.4177964000264183,g,21570,1,central,21,417.7964000264185,21570_1
RG,High,15,None,1,1.3834987999871373,g,21570,1,central,22,383.4987999871371,21570_1
BW,Low,11,None,1,1.3511001999722794,g,21570,1,central,23,351.10019997227937,21570_1
BW,High,32,None,3.5,3.9009470000164583,g,21570,1,central,24,400.9470000164574,21570_1
RG,Low,9,None,1,1.2503697999054566,g,21570,1,central,25,250.3697999054566,21570_1
RG,High,3,None,1,1.400783299934119,g,21570,1,central,26,400.783299934119,21570_1
BW,Low,15,None,5.5,5.717450199997984,g,21570,1,central,27,217.45019999798387,21570_1
BW,Low,2,None,1,1.3502266999566928,g,21570,1,central,28,350.22669995669276,21570_1
RG,Low,5,None,4.999999999999999,5.36724170006346,g,21570,1,central,29,367.2417000634605,21570_1
RG,High,2,None,7,7.45084720000159,g,21570,1,central,30,450.84720000158995,21570_1
BW,High,7,None,1,1.383188599953428,g,21570,1,central,31,383.1885999534279,21570_1
RG,Low,1,None,1,1.30012220004573,g,21569,4,central,1,300.12220004573464,21569_4
RG,High,2,None,1.5,1.85151840001345,g,21569,4,central,2,351.5184000134468,21569_4
RG,Low,1,None,1.5,1.81686269980855,g,21569,4,central,3,316.86269980855286,21569_4
BW,High,1,None,5.5,5.83323760004714,g,21569,4,central,4,333.2376000471413,21569_4
RG,High,1,None,1,1.34943350008689,g,21569,4,central,5,349.4335000868889,21569_4
BW,Low,1,None,1.5,1.78538289992139,g,21569,4,central,6,285.38289992138743,21569_4
BW,Low,1,None,1.5,1.75095820007846,g,21569,4,central,7,250.9582000784576,21569_4
BW,High,2,None,1.5,1.80044419993646,g,21569,4,central,8,300.44419993646443,21569_4
BW,Low,1,None,1,1.26731469994411,g,21569,4,central,9,267.3146999441087,21569_4
RG,Low,1,None,1.5,1.80026829987764,g,21569,4,central,10,300.2682998776436,21569_4
RG,Low,4,None,1.5,1.75032899994403,g,21569,4,central,11,250.32899994403124,21569_4
RG,High,2,None,1.5,1.8003664999269,g,21569,4,central,12,300.3664999268949,21569_4
BW,High,1,None,3.0000000000000004,3.26682390016504,g,21569,4,central,14,266.82390016503587,21569_4
RG,High,1,None,1,1.35061650001444,g,21569,4,central,15,350.6165000144392,21569_4
BW,Low,1,None,3.5,3.73391230008565,g,21569,4,central,16,233.9123000856489,21569_4
BW,High,1,None,3.0000000000000004,3.31681949994527,g,21569,4,central,17,316.8194999452676,21569_4
RG,High,1,None,3.0000000000000004,3.28417219989933,g,21569,4,central,18,284.1721998993303,21569_4
BW,Low,1,None,7,7.26719080004841,g,21569,4,central,19,267.1908000484109,21569_4
RG,Low,1,None,1.5,1.76816119998693,g,21569,4,central,20,268.1611999869349,21569_4
RG,High,1,None,3.0000000000000004,3.25068640010431,g,21569,4,central,21,250.68640010431363,21569_4
BW,Low,1,None,1.5,1.76702479994856,g,21569,4,central,22,267.0247999485582,21569_4
BW,High,2,None,1,1.28456400008872,g,21569,4,central,23,284.5640000887215,21569_4
RG,Low,1,None,2,2.25043740007095,g,21569,4,central,24,250.4374000709504,21569_4
RG,Low,1,None,1,1.26720359991305,g,21569,4,central,25,267.20359991304576,21569_4
BW,Low,1,None,1,1.25005010003224,g,21569,4,central,26,250.05010003224015,21569_4
RG,High,1,None,2.5,2.85069410013966,g,21569,4,central,27,350.69410013966217,21569_4
BW,High,2,None,1,1.30081419995986,g,21569,4,central,28,300.81419995985925,21569_4
BW,Low,1,None,8,8.28396799997427,g,21569,4,central,29,283.9679999742657,21569_4
RG,Low,1,None,4.999999999999999,5.2839020001702,g,21569,4,central,30,283.902000170202,21569_4
RG,High,4,None,5.5,5.75010079983622,g,21569,4,central,32,250.10079983621836,21569_4
BW,Low,2,None,5.5,5.768294800072908,g,21569,3,peripheral,1,268.2948000729084,21569_3
BW,Low,1,None,2,2.268643200164661,g,21569,3,peripheral,2,268.6432001646608,21569_3
RG,High,1,None,3.0000000000000004,3.349817299982533,g,21569,3,peripheral,3,349.8172999825324,21569_3
BW,High,1,None,2,2.467645199969411,g,21569,3,peripheral,4,467.6451999694109,21569_3
RG,High,1,None,1,1.41717809997499,g,21569,3,peripheral,5,417.1780999749899,21569_3
RG,Low,2,None,1.5,1.7846025000326335,g,21569,3,peripheral,6,284.60250003263354,21569_3
BW,High,1,None,3.0000000000000004,3.301680800039321,g,21569,3,peripheral,7,301.68080003932073,21569_3
RG,Low,1,None,1,1.2675532000139356,g,21569,3,peripheral,8,267.55320001393557,21569_3
BW,High,2,None,2,2.284021200146526,g,21569,3,peripheral,9,284.0212001465261,21569_3
BW,Low,1,None,4.999999999999999,5.28370670019649,g,21569,3,peripheral,11,283.7067001964906,21569_3
RG,Low,2,None,3.0000000000000004,3.317793099908158,g,21569,3,peripheral,12,317.79309990815773,21569_3
RG,High,1,None,2,2.350933900102973,g,21569,3,peripheral,13,350.933900102973,21569_3
RG,High,1,None,8,8.284864600049332,g,21569,3,peripheral,14,284.8646000493318,21569_3
RG,Low,5,None,3.5,3.833476500120014,g,21569,3,peripheral,15,333.47650012001395,21569_3
BW,Low,2,None,1,1.3001331998966634,g,21569,3,peripheral,16,300.1331998966634,21569_3
BW,Low,1,None,1.5,1.751278799958527,g,21569,3,peripheral,17,251.2787999585271,21569_3
RG,Low,1,None,3.0000000000000004,3.2834248999133706,g,21569,3,peripheral,18,283.42489991337015,21569_3
BW,High,44,None,4,4.400481500197202,g,21569,3,peripheral,19,400.48150019720197,21569_3
BW,Low,2,None,8,8.284265000140294,g,21569,3,peripheral,20,284.26500014029443,21569_3
RG,High,1,None,3.5,3.817803499987349,g,21569,3,peripheral,21,317.8034999873489,21569_3
BW,High,1,None,2.5,2.934271699981764,g,21569,3,peripheral,22,434.27169998176396,21569_3
RG,Low,1,None,1,1.3004719999153167,g,21569,3,peripheral,23,300.4719999153167,21569_3
RG,High,1,None,1,1.3500070997979492,g,21569,3,peripheral,24,350.0070997979492,21569_3
RG,Low,1,None,2,2.2679131999611855,g,21569,3,peripheral,25,267.913199961185,21569_3
RG,High,1,None,7.500000000000001,7.883191500091925,g,21569,3,peripheral,26,383.19150009192435,21569_3
RG,High,1,None,3.0000000000000004,3.2841423000209033,g,21569,3,peripheral,27,284.14230002090335,21569_3
BW,Low,1,None,6,6.284218699904159,g,21569,3,peripheral,28,284.2186999041587,21569_3
RG,Low,1,None,4.500000000000001,4.767694199923426,g,21569,3,peripheral,29,267.694199923425,21569_3
BW,High,1,None,2,2.384521200088784,g,21569,3,peripheral,30,384.5212000887841,21569_3
BW,High,1,None,1.5,1.750906600151211,g,21569,3,peripheral,32,250.90660015121102,21569_3
RG,High,1,None,1.5,1.81670439988375,g,21569,2,peripheral,1,316.7043998837471,21569_2
BW,Low,1,None,1,1.26704249996692,g,21569,2,peripheral,2,267.0424999669194,21569_2
RG,Low,1,None,1.5,1.7837334999349,g,21569,2,peripheral,3,283.7334999348968,21569_2
BW,High,1,None,1.5,1.88378989999182,g,21569,2,peripheral,4,383.78989999182477,21569_2
BW,High,1,None,3.5,3.83422970003448,g,21569,2,peripheral,5,334.2297000344838,21569_2
RG,Low,1,None,2,2.36744489986449,g,21569,2,peripheral,6,367.4448998644948,21569_2
BW,Low,2,None,4.999999999999999,5.26832929998636,g,21569,2,peripheral,7,268.32929998636337,21569_2
RG,High,1,None,1,1.33396200020798,g,21569,2,peripheral,8,333.9620002079755,21569_2
BW,High,1,None,2.5,2.91799760004506,g,21569,2,peripheral,9,417.99760004505515,21569_2
BW,Low,1,None,2,2.33379910001531,g,21569,2,peripheral,10,333.79910001531243,21569_2
BW,High,1,None,1,1.36773890000768,g,21569,2,peripheral,11,367.73890000768006,21569_2
RG,Low,1,None,1.5,1.85112000000663,g,21569,2,peripheral,12,351.120000006631,21569_2
RG,High,4,None,3.5,3.85121240001172,g,21569,2,peripheral,13,351.2124000117183,21569_2
RG,Low,1,None,3.5,3.81720799999312,g,21569,2,peripheral,15,317.2079999931161,21569_2
RG,High,1,None,2.5,2.88422830007039,g,21569,2,peripheral,16,384.2283000703901,21569_2
BW,Low,1,None,6,6.26766110002063,g,21569,2,peripheral,17,267.66110002063215,21569_2
RG,Low,1,None,2,2.30124679999426,g,21569,2,peripheral,18,301.2467999942601,21569_2
RG,Low,1,None,1.5,1.85105709987693,g,21569,2,peripheral,19,351.0570998769251,21569_2
RG,High,1,None,1.5,1.76689749979414,g,21569,2,peripheral,20,266.89749979414046,21569_2
BW,Low,1,None,1.5,1.76795789995231,g,21569,2,peripheral,21,267.9578999523071,21569_2
BW,High,1,None,1,1.36718300008215,g,21569,2,peripheral,22,367.1830000821501,21569_2
BW,High,1,None,1.5,1.79992589983158,g,21569,2,peripheral,23,299.9258998315779,21569_2
RG,High,1,None,1,1.31753959995694,g,21569,2,peripheral,24,317.5395999569446,21569_2
BW,High,1,None,4,4.41751509997994,g,21569,2,peripheral,25,417.5150999799371,21569_2
RG,High,2,None,1,1.31758680008352,g,21569,2,peripheral,26,317.586800083518,21569_2
RG,Low,1,None,1,1.2501215999946,g,21569,2,peripheral,27,250.12159999459982,21569_2
BW,Low,1,None,7,7.26757330005057,g,21569,2,peripheral,28,267.57330005057156,21569_2
RG,High,1,None,1.5,1.76736689987592,g,21569,2,peripheral,29,267.366899875924,21569_2
BW,High,2,None,1,1.36696309992112,g,21569,2,peripheral,30,366.9630999211222,21569_2
BW,Low,1,None,7.500000000000001,7.76777769997716,g,21569,2,peripheral,31,267.77769997715774,21569_2
RG,Low,2,None,1,1.3511861001607,g,21569,2,peripheral,32,351.18610016070306,21569_2
RG,High,2,None,1.5,1.73422190011479,g,21569,1,central,1,234.2219001147896,21569_1
BW,Low,2,None,4.500000000000001,4.76680619991384,g,21569,1,central,2,266.80619991384356,21569_1
BW,High,1,None,1,1.30085640004836,g,21569,1,central,3,300.85640004836023,21569_1
BW,Low,1,None,2.5,2.71754240011796,g,21569,1,central,4,217.542400117964,21569_1
BW,High,1,None,5.5,5.7669373000972,g,21569,1,central,5,266.9373000971973,21569_1
RG,Low,1,None,2,2.26804289990105,g,21569,1,central,6,268.0428999010478,21569_1
RG,High,1,None,1.5,1.76709229988046,g,21569,1,central,7,267.0922998804599,21569_1
RG,Low,1,None,4.999999999999999,5.25023260014132,g,21569,1,central,8,250.23260014131753,21569_1
RG,High,1,None,1,1.36822200007737,g,21569,1,central,9,368.22200007736683,21569_1
RG,High,1,None,1,1.25145530002192,g,21569,1,central,10,251.45530002191663,21569_1
BW,Low,1,None,4,4.21796310017817,g,21569,1,central,11,217.96310017816722,21569_1
BW,Low,1,None,3.0000000000000004,3.26736339996569,g,21569,1,central,12,267.36339996568813,21569_1
BW,High,1,None,8,8.34937820001505,g,21569,1,central,13,349.37820001505315,21569_1
RG,Low,1,None,4.999999999999999,5.33325429982506,g,21569,1,central,14,333.2542998250583,21569_1
RG,Low,1,None,1.5,1.8174109000247,g,21569,1,central,15,317.41090002469673,21569_1
BW,High,1,None,2.5,2.86746159987524,g,21569,1,central,16,367.46159987524106,21569_1
BW,High,1,None,1,1.34966509998776,g,21569,1,central,17,349.6650999877602,21569_1
BW,Low,1,None,1,1.25064199999906,g,21569,1,central,18,250.64199999906123,21569_1
BW,High,1,None,2,2.25077049992979,g,21569,1,central,19,250.77049992978573,21569_1
BW,Low,1,None,1,1.26774909999222,g,21569,1,central,20,267.74909999221563,21569_1
RG,High,1,None,2.5,2.78446449991316,g,21569,1,central,22,284.46449991315603,21569_1
RG,Low,1,None,3.0000000000000004,3.33426669985056,g,21569,1,central,23,334.2666998505588,21569_1
RG,Low,1,None,1,1.21818019985221,g,21569,1,central,24,218.18019985221326,21569_1
BW,High,13,None,2.5,2.88474250002764,g,21569,1,central,25,384.74250002764165,21569_1
RG,High,34,None,1,1.2842249001842,g,21569,1,central,26,284.2249001841992,21569_1
RG,High,1,None,7,7.26865410013124,g,21569,1,central,27,268.65410013124347,21569_1
RG,Low,1,None,5.5,5.71760319988243,g,21569,1,central,28,217.60319988243282,21569_1
BW,Low,1,None,1,1.30110170016997,g,21569,1,central,29,301.1017001699656,21569_1
BW,Low,1,None,2,2.26731250016019,g,21569,1,central,30,267.3125001601875,21569_1
BW,High,1,None,6,6.30089000007138,g,21569,1,central,31,300.89000007137656,21569_1
BW,Low,1,None,4.999999999999999,5.28342809993774,g,21568,4,central,1,283.4280999377379,21568_4
RG,High,1,None,2,2.28381379996426,g,21568,4,central,2,283.81379996426404,21568_4
RG,High,1,None,7,7.33357469993643,g,21568,4,central,3,333.5746999364346,21568_4
RG,Low,19,None,1,1.28418570011854,g,21568,4,central,4,284.1857001185415,21568_4
BW,High,4,None,1.5,1.80126580013894,g,21568,4,central,5,301.26580013893545,21568_4
BW,High,1,None,1,1.40057010017335,g,21568,4,central,6,400.5701001733539,21568_4
RG,Low,3,None,1,1.28396850009449,g,21568,4,central,7,283.9685000944885,21568_4
BW,Low,2,None,7,7.26741450000554,g,21568,4,central,8,267.41450000554323,21568_4
RG,Low,1,None,1.5,1.83376000006683,g,21568,4,central,9,333.76000006683194,21568_4
BW,High,2,None,4,4.36722990009002,g,21568,4,central,10,367.2299000900239,21568_4
RG,High,2,None,4,4.30048019997776,g,21568,4,central,11,300.48019997775646,21568_4
RG,High,2,None,1,1.33365330006927,g,21568,4,central,12,333.6533000692723,21568_4
BW,Low,1,None,2.5,2.73391910013743,g,21568,4,central,13,233.91910013742745,21568_4
BW,Low,17,None,1,1.26733840000816,g,21568,4,central,14,267.3384000081569,21568_4
BW,High,7,None,2.5,2.85044849989936,g,21568,4,central,15,350.44849989935756,21568_4
RG,Low,1,None,8,8.33415510016493,g,21568,4,central,16,334.155100164935,21568_4
BW,Low,2,None,1,1.40085390000604,g,21568,4,central,17,400.85390000604093,21568_4
RG,Low,21,None,8,8.33379770000465,g,21568,4,central,18,333.79770000465214,21568_4
RG,High,7,None,1,1.3506037001498,g,21568,4,central,19,350.60370014980435,21568_4
BW,Low,2,None,1,1.23363679996692,g,21568,4,central,20,233.63679996691644,21568_4
BW,High,3,None,6.5,6.90091510000639,g,21568,4,central,21,400.91510000638664,21568_4
BW,High,29,None,1.5,1.86727759987116,g,21568,4,central,22,367.2775998711584,21568_4
RG,High,2,None,4,4.30081179994158,g,21568,4,central,23,300.81179994158447,21568_4
RG,Low,8,None,6.5,6.80123160011135,g,21568,4,central,24,301.2316001113504,21568_4
BW,High,11,None,1.5,1.81788090011105,g,21568,4,central,25,317.8809001110492,21568_4
BW,Low,17,None,4.500000000000001,4.75032910006121,g,21568,4,central,26,250.32910006120713,21568_4
RG,Low,20,None,6.5,6.8336646000389,g,21568,4,central,27,333.66460003890097,21568_4
BW,Low,13,None,4.999999999999999,5.26672159996815,g,21568,4,central,28,266.72159996815117,21568_4
RG,Low,13,None,1.5,1.88354930002242,g,21568,4,central,29,383.5493000224235,21568_4
RG,High,2,None,3.0000000000000004,3.3676593999844,g,21568,4,central,30,367.659399984404,21568_4
BW,High,1,None,1,1.26717800018378,g,21568,4,central,31,267.178000183776,21568_4
RG,High,2,None,5.5,5.81820910004899,g,21568,4,central,32,318.20910004898906,21568_4
BW,Low,1,None,1,1.41703639994375,g,21568,3,peripheral,1,417.0363999437541,21568_3
BW,High,1,None,2.5,2.93362340005115,g,21568,3,peripheral,2,433.62340005114675,21568_3
RG,High,1,None,6,6.43391470005736,g,21568,3,peripheral,3,433.91470005735755,21568_3
RG,Low,1,None,3.0000000000000004,3.33443129993975,g,21568,3,peripheral,4,334.4312999397516,21568_3
RG,High,19,None,4.999999999999999,5.36714989994653,g,21568,3,peripheral,5,367.1498999465266,21568_3
BW,Low,1,None,3.0000000000000004,3.26750519988127,g,21568,3,peripheral,6,267.5051998812701,21568_3
